,id,creation_date,text,score
323,91526535,2018-09-12 07:08:19.230000+00:00,"It happens when you set an incorrect URL to the file or when your server isn't configured properly. In the result, the browser DOESN'T get the stylesheet, but it gets some HTML with 404 status and with the ""Content-Type"" header. Since the browser gets something from the server, it doesn't tell you there is no reply, but it tells you the MIME type of the file is incorrect. The fastest way to check it is just to try to open the file directly `http://localhost:3000/assets/styles/custom-style.css` in a new tab.",147
324,45706975,2015-02-25 00:14:15.500000+00:00,Why is everyone ignoring this: `Object.keys(obj).length`,147
325,49519519,2015-06-09 12:15:03.180000+00:00,"For anybody else who found the official Android documentation a bit too vague on this: if you use tags like <b> in your string resource, make sure you retrieve it using `getText(R.string.whatever)` rather than `getString(R.string.whatever)`",147
326,71048494,2017-01-30 10:54:36.373000+00:00,`ng set defaults.styleExt scss`,146
327,56902289,2016-01-03 16:28:00.767000+00:00,"Important to say that if the group doesn't have an id, the separator will not appear!",146
328,98002924,2019-04-12 17:52:46.120000+00:00,rebooting or `git rebase --abort` still gave me the errors. `git rebase --quit` worked for me.,146
329,51333152,2015-07-29 09:38:18.470000+00:00,"""*If you expect that your foobar is never null due to the program logic, it's much better to use `Optional.of(foobar)`*"". This seems a bit strange - when we know that the value won't be `null` in any case, then why not use the value itself, instead of wrapping it within an `Optional` ?",146
330,60511768,2016-04-06 11:19:39.300000+00:00,"The macros defined expand begin to say ""main"". It is just a trick. Nothing interesting.",146
331,70937139,2017-01-26 15:56:51.877000+00:00,Would you like to duplicate this line? `Y`es `P`lease.   :),145
332,56295592,2015-12-14 21:16:16.410000+00:00,"How can Java have the gall to call this data structure a `Set` when it doesn't define `union`, `intersection` or `difference`!!!",145
333,47978036,2015-04-28 19:23:12.807000+00:00,"""Humans benefit from the redundancy."" It's true. Every morning I wake  up and think ""how can I make my code more redundant?"". Because of the benefits.",145
334,47661114,2015-04-21 06:48:40.707000+00:00,Wow. I'm *amazed* that there *IS* such a built-in solution in heapq. But then it is totally *unreasonable* that it is *NOT* even slightly mentioned at all in the official document! WTF!,145
335,74125612,2017-04-21 07:41:19.623000+00:00,The OP asks about `os.environ.get()` which returns `None` (unless specified differently) and never raises an exception if the env. var. doesn't exists. Your confusing things with using `os.environ['TERM']` which is not what the question is about.,145
336,45902271,2015-03-02 16:55:54.327000+00:00,"If you type ""sudo grep something /"" you can also find anything, on your whole computer :)",145
337,47141765,2015-04-07 12:16:20.270000+00:00,"This part is gold: `if you don't return anything, you are effectively returning a resolved promise for the value undefined.` Thanks @pluma",145
338,44698509,2015-01-27 05:33:13.353000+00:00,"I find it odd that the above logic was supposedly applied to Iterable (I can't have stream() because someone might want it to return IntStream) whereas an equal amount of thought wasn't given to adding the exact same method to Collection (I might want my Collection<Integer>'s stream() to return IntStream also.) Whether it were present on both or absent on both, people would probably have just gotten on with their lives, but because it's present on one and absent on the other, it becomes quite a glaring omission...",144
339,72888151,2017-03-19 23:21:04.473000+00:00,"What does ""multiple merged declarations"" mean in the second difference?",144
340,45509473,2015-02-19 08:56:37.753000+00:00,"@jowie it's ironic that the ""constant"" value can be changed while the multiplier cannot.",144
341,89598283,2018-07-12 16:48:17.037000+00:00,This should be the default behavior if a lockfile exists.,144
342,81415622,2017-11-10 23:00:27.407000+00:00,Exception handling should NEVER be used as control flow. PERIOD.,144
343,56555771,2015-12-22 01:10:02.317000+00:00,"Except that it doesn't really address the question, since it leaves a bunch of naming conventions up to the user, especially for feature branches (they can be ""anything except master, develop, release-*, or hotfix-*""",144
344,72002665,2017-02-24 00:14:34.317000+00:00,`-- --args` holy crap that's weird but okay,143
345,66838868,2016-09-29 13:54:24.473000+00:00,What should I do if I don't have the `Conda` tab?,143
346,82368549,2017-12-07 21:37:46.967000+00:00,I really don't understand why Google makes things harder.,143
347,80514599,2017-10-17 06:56:24.527000+00:00,"In case you're wondering, the effect of the `cd` only lasts for the current `RUN` command. The next `RUN` will start from the current `WORKDIR`.",143
348,69017802,2016-12-01 03:36:11.123000+00:00,"@masterFly: I don't know why my comment under the accepted answer was deleted for being ""not constructive"", because it answers your question quite well: people experiment with these things all the time. I was only 10 when I discovered this and all I was doing at the time was messing around and seeing what happened. You don't always have to have a practical reason for doing something, especially something as frivolous as this.",143
349,56564083,2015-12-22 08:34:05.970000+00:00,"This answer doesn't seem to connect to the question, which is about changing the default environment.",143
350,50571370,2015-07-08 10:30:45.760000+00:00,"Btw, it does return a Pandas Dataframe now (just tested on Sklearn 0.16.1)",143
351,71473737,2017-02-10 07:41:51.897000+00:00,Can I disable this notification?,142
352,57030698,2016-01-06 20:42:50.943000+00:00,"For anyone wondering how to create a folder and file that starts with a period, end the name with another period.  So that would be .tfignore. and  .nuget.",142
353,56082790,2015-12-08 23:00:58.683000+00:00,"Maybe you could add a little thing at the end about __the overhead of type casting__. It's nice to have advice, but it doesn't answer the question.",142
354,79182602,2017-09-08 06:35:50.500000+00:00,"Who are the ""consumers""?",142
355,76137132,2017-06-15 18:10:13.667000+00:00,booooo why can't one rename a conda env?,142
356,46661491,2015-03-24 07:36:13.030000+00:00,"This updates the value, but for it to show up correctly, you'll have to trigger a change event.
`$('#your_select_input').val('').trigger('change')`",142
357,67298380,2016-10-12 23:57:44.400000+00:00,Just looking at this diagram tells me there's something fundamentally wrong with all this time stuff.,142
358,41449816,2014-10-16 08:34:55.483000+00:00,"@Tom : -1 on your comment (if I could) for not giving any link about your statement, as ICloneable is not marked as Obsolete in [official doc](http://msdn.microsoft.com/library/system.icloneable(v=vs.110).aspx)). You're more speaking about best pratices than official deprecated status.",142
359,55816702,2015-12-01 21:37:32.290000+00:00,"@CatShoes: Not really - I've explained it as well as I can already. I guess I could give an analogy - it's like the difference between ordering a takeaway and then standing by the door waiting for it to arrive, vs ordering a takeaway, doing other stuff and then opening the door when the courier arrives...",142
360,65151667,2016-08-11 12:28:03.500000+00:00,"A little complement: at very first, the button `Save Current Settings to Folder` is inactive. You have to check `Load preferences from a custom folder or URL:` first and choose a directory(which doesn't need to have an existing preferences file there yet) in order to save the preferences in the future. After that, the button `Save Current Settings to Folder` will become active.",142
361,53096061,2015-09-17 05:16:32.883000+00:00,"Key bit of info: to access a man page given as ""foo(5)"": `man 5 foo`",142
362,58195875,2016-02-06 12:27:07.643000+00:00,Try this `git config --global core.safecrlf false` to disable warning and keep it functioning. I got this command from [here](http://stackoverflow.com/questions/6500880/git-turn-off-lf-will-be-replaced-by-crlf-warning).,141
363,80786822,2017-10-24 20:44:02.500000+00:00,@Bogdan knowledge is the reason.,141
364,46321321,2015-03-13 19:31:34.207000+00:00,"This doesn't work with `--noImplicitAny` (in VS unchecked ""Allow implicit 'any' types""). It produces `error TS7017: Index signature of object type implicitly has an 'any' type.` For me this worked: `var color: Color = (<any>Color)[green];` (tested with version 1.4)",141
365,43081869,2014-12-05 06:55:15.943000+00:00,OMG what dark art it is?,141
366,52469577,2015-08-30 12:12:34.850000+00:00,"@icza, that is one of the best answers I saw for a long time on SO!",141
367,67792110,2016-10-26 15:07:29.540000+00:00,"Upvoted. Does anybody else find this ridiculous? I get pestered to install this update to my iPhone, and when I finally relent I'm prevented from running my iOS app on it. Then I upgrade macOS thinking that must be the problem. Nope. Thirty minutes later and now I'm downloading a 4.1GB Xcode *beta* version to allow me to keep building to the iPhone I was nagged to upgrade. Not pleased.",141
368,48213123,2015-05-05 09:29:29.723000+00:00,The upcoming **.NET 4.6** (to be release later in this year) introduces support for this. See [`DateTimeOffset.FromUnixTimeSeconds`](https://msdn.microsoft.com/en-us/library/system.datetimeoffset.fromunixtimeseconds.aspx) and [`DateTimeOffset.ToUnixTimeSeconds`](https://msdn.microsoft.com/en-us/library/system.datetimeoffset.tounixtimeseconds.aspx) methods. There are methods for millisecond unix-time as well.,140
369,56322305,2015-12-15 13:28:14.980000+00:00,"Only `""SELECT name FROM sqlite_master WHERE type='table'""` works for me",140
370,57317113,2016-01-14 10:05:30.307000+00:00,"@Sergey it depends on your use case. If you only want to have it for specific properties (as mentioned in the question), then this is the correct answer. If you want a global answer, you should set the property in the JsonSerializer.",140
371,57112945,2016-01-08 18:10:45.220000+00:00,"for example:  
`$ pip install 'xkcdpass==1.2.5' --force-reinstall`",140
372,43977368,2015-01-05 16:31:48.660000+00:00,"I'm surprised Java allows this, being a stricter language than its predecessors.  Errors in casting can lead to critical failure, as was the case with Ariane5 Flight 501 where a 64-bit float cast to a 16-bit integer resulted in the crash.",140
373,47638233,2015-04-20 16:15:03.147000+00:00,"This is a poor answer - it details the merits of AutoLayout itself, rather than how AutoLayout can be applied in this situation to solve the asker's problem.",139
374,56589829,2015-12-22 20:42:08.247000+00:00,"The answer to this question (while simple) is quite difficult to find. Googling things like ""python object base class"" or similar comes up with pages and pages of tutorials on object oriented programming. Upvoting because this is the first link that led me to the search terms ""old vs. new-style python objects""",139
375,42074536,2014-11-04 20:35:33.550000+00:00,"Great solution. However, I'd recommend using relative values instead of arbitrary dimension, e.g. `p{0.2\linewidth}p{0.6\linewidth}}`",139
376,92424565,2018-10-10 23:34:44.003000+00:00,**Dear Googlers:          `tmux -V`**,139
377,51320291,2015-07-29 00:26:36.590000+00:00,`pip install <libname> --user` works!,139
378,43594711,2014-12-20 22:57:59.673000+00:00,"I don't agree, browsers should be smart enough to figure this out. I really am tired using the date pickers out there and having to keep updating them.",139
379,67886877,2016-10-29 00:31:44.623000+00:00,"**Before you read the answers:** The answer is ***No***. The ordering of object properties is non-standard in ECMAScript. You should never make assumptions about the order of elements in a JavaScript object. An Object is an unordered collection of properties. The answers below show you how to ""use"" sorted properties, using the help of arrays, but never actually alter the order of properties of objects themselves. **So, no, it's not possible.** Even if you build an object with presorted properties, it is not guaranteed that they will display in the same order in the future. Read on :).",138
380,44539137,2015-01-22 02:13:31.590000+00:00,"It's worth mentioning that in chrome (and perhaps other browsers) when combined with a string like this: `console.log(""object: "" + obj)` it does not display the object, but instead will output ""object: [Object obj]"".",138
381,80339289,2017-10-11 19:07:18.897000+00:00,That this is the only solution makes me sad.,138
382,54596524,2015-10-28 22:17:09.587000+00:00,Typing `\o` again turns it off.,138
383,52816869,2015-09-09 11:17:44.270000+00:00,This pollutes the stash stack. `git checkout -- .` does the job with one command only.,138
384,84441261,2018-02-10 13:19:39.370000+00:00,"Pro tip: use array destructuring in order to initialise an arbitrary number of results from Promise.all(), like: `[result1, result2] = Promise.all([async1(), async2()]);`",138
385,49880851,2015-06-18 17:31:25.373000+00:00,what?! how this can solve the problem of xclip not functioning?,137
386,59623444,2016-03-14 10:46:22.140000+00:00,@Martin: `2>'&1'`,137
387,67558405,2016-10-20 02:12:09.943000+00:00,And yet the id in that url is using underscores :),136
388,67553003,2016-10-19 21:06:46.877000+00:00,trivial == 7 lines of code including 1 loop 1 branch if statement and 1 comparison? I think I'm missing something here ...,136
389,43107589,2014-12-05 20:37:06.860000+00:00,this breaks SSL certification and is a security hole,136
390,51596434,2015-08-05 15:59:59.003000+00:00,Layout numbers? What? Why? Argh!,136
391,59317179,2016-03-06 09:23:11.640000+00:00,"Be careful with order of operations when using this. For example, the line `z = 3 + x if x < y else y`. If `x=2` and `y=1`, you might expect that to yield 4, but it would actually yield 1. `z = 3 + (x if x > y else y)` is the correct usage.",136
392,43045194,2014-12-04 08:37:50.823000+00:00,Wondering why this isn't mentioned in the CocoaPods' getting started guide,136
393,63652631,2016-06-29 20:34:55.197000+00:00,"The `redux-thunk` code is quite readable and self-explained. But `redux-sagas` one is really unreadable, mainly because of those verb-like functions: `call`, `fork`, `take`, `put`...",135
394,71536780,2017-02-12 12:05:29.343000+00:00,"Not only readability, but makes sure you find out if there's something wrong with your code. It's completely plausible the generator could have a bug.",135
395,49516236,2015-06-09 10:57:08.650000+00:00,Be aware of `set -e` gotchas: http://mywiki.wooledge.org/BashFAQ/105,135
396,64679816,2016-07-29 00:18:27.080000+00:00,"`git commit --amend --date=now` works also. No need to invoke a subshell with the **date(1)** command.

You can see it in the source code of **git(1)** in [date.c](https://github.com/git/git/blob/master/date.c#L938)

'now' is a special value which is converted using date_now() function. Same for 'noon', 'yesterday', 'midnight', 'tea' and others listed in the structure array special[].",135
397,64257771,2016-07-17 20:27:35.787000+00:00,"Why did the language designers think that cryptic functions names like ""Itoa"" were preferable to something that might be a little more descriptive?",135
398,58528777,2016-02-15 16:12:12.803000+00:00,**This answer is dangerous.** The other one is safer.,135
399,82352972,2017-12-07 13:56:30.723000+00:00,"I was looking for `""%Y-%m-%d %H:%M:%S""`",135
